Ngày Tháng Năm,VIC,VHM,VRE,VN30F1M
8/3/2022,33.0,61.9,29.05,1250.0
8/4/2022,33.2,63.0,29.0,1257.5
8/5/2022,32.7,61.8,28.95,1264.5
8/8/2022,32.3,61.5,28.7,1266.0
8/9/2022,32.65,60.9,28.55,1272.7
8/10/2022,32.4,61.3,28.4,1270.6
8/11/2022,32.9,61.4,28.9,1268.0
8/12/2022,33.1,61.2,29.35,1280.1
8/15/2022,33.2,61.5,29.55,1293.0
8/16/2022,32.95,61.3,29.3,1296.9
8/17/2022,33.65,61.3,29.5,1309.0
8/18/2022,34.05,61.1,29.6,1304.8
8/19/2022,33.95,60.1,29.3,1281.0
8/22/2022,33.0,59.4,29.05,1271.0
8/23/2022,32.5,59.5,28.85,1283.1
8/24/2022,32.45,59.7,28.6,1285.2
8/25/2022,32.95,61.0,29.2,1303.0
8/26/2022,32.5,60.3,28.85,1293.0
8/29/2022,31.8,59.7,28.4,1286.0
8/30/2022,31.8,59.9,28.4,1287.0
8/31/2022,31.85,61.0,27.7,1293.9
9/5/2022,32.0,61.0,27.55,1286.0
9/6/2022,31.65,61.1,28.05,1290.0
9/7/2022,31.25,59.5,27.65,1265.0
9/8/2022,31.45,59.6,27.4,1264.1
9/9/2022,32.2,59.9,27.5,1275.0
9/12/2022,32.0,61.4,28.75,1276.8
9/13/2022,32.05,60.7,28.35,1272.0
9/14/2022,31.7,60.0,28.5,1259.0
9/15/2022,31.95,60.5,28.85,1262.2
9/16/2022,31.25,59.6,29.85,1237.0
9/19/2022,31.45,58.4,29.1,1223.5
9/20/2022,31.95,58.9,29.05,1232.7
9/21/2022,31.55,58.3,28.6,1219.6
9/22/2022,31.65,57.7,28.65,1225.0
9/23/2022,31.3,57.2,28.5,1210.0
9/26/2022,31.0,55.9,26.65,1192.0
9/27/2022,30.5,54.1,26.65,1185.0
9/28/2022,28.75,51.2,26.85,1165.0
9/29/2022,27.3,50.8,27.2,1148.0
9/30/2022,27.5,50.7,28.0,1150.0
10/3/2022,27.75,50.4,26.1,1102.6
10/4/2022,28.5,50.6,26.7,1102.0
10/5/2022,30.0,53.8,27.0,1115.2
10/6/2022,30.05,53.6,26.5,1080.0
10/7/2022,30.1,53.8,26.0,1032.2
10/10/2022,30.1,53.9,25.4,1032.5
10/11/2022,30.0,51.8,23.65,989.0
10/12/2022,30.0,52.5,24.2,1025.1
10/13/2022,30.2,52.8,25.6,1039.6
10/14/2022,29.85,51.9,25.2,1048.0
10/17/2022,28.0,49.5,24.9,1050.0
10/18/2022,29.2,50.5,25.8,1057.9
10/19/2022,29.25,50.0,25.2,1053.0
10/20/2022,29.3,50.0,25.1,1058.0
10/21/2022,28.4,47.95,24.0,985.0
10/24/2022,28.25,44.6,22.35,942.0
10/25/2022,28.05,44.6,23.0,961.0
10/26/2022,27.4,43.5,22.2,967.5
10/27/2022,27.5,44.0,23.75,1025.0
10/28/2022,27.85,44.9,23.7,1016.0
10/31/2022,27.7,45.0,24.6,1024.0
11/1/2022,27.7,45.0,26.25,1018.0
11/2/2022,27.7,44.9,25.8,1021.0
11/3/2022,27.55,45.0,26.0,1001.1
11/4/2022,27.15,44.5,26.0,980.0
11/7/2022,26.7,43.9,25.5,950.0
11/8/2022,26.65,43.8,25.25,972.1
11/9/2022,26.85,44.55,25.4,962.9
11/10/2022,26.5,43.95,24.8,912.8
11/11/2022,27.15,44.15,25.3,938.0
11/14/2022,27.5,44.0,25.35,932.0
11/15/2022,28.5,43.4,24.95,895.0
11/16/2022,30.2,44.9,26.55,957.6
11/17/2022,32.3,47.95,28.4,972.5
11/18/2022,32.8,48.0,27.6,972.5
11/21/2022,32.0,46.95,26.3,938.2
11/22/2022,30.5,45.3,26.15,926.0
11/23/2022,29.85,44.4,26.15,924.1
11/24/2022,30.5,45.0,27.1,938.9
11/25/2022,32.5,47.0,27.4,969.0
11/28/2022,32.5,50.2,29.3,993.7
11/29/2022,34.7,53.1,30.5,1015.5
11/30/2022,34.8,54.5,30.55,1027.9
12/1/2022,33.0,53.5,30.0,1029.0
12/2/2022,34.4,57.2,31.55,1101.0
12/5/2022,34.05,58.3,31.55,1104.0
12/6/2022,33.3,55.0,29.35,1046.0
12/7/2022,35.6,55.5,29.5,1053.3
12/8/2022,34.95,55.4,28.75,1055.0
12/9/2022,33.9,54.1,28.9,1070.0
12/12/2022,31.55,50.5,27.05,1035.2
12/13/2022,30.8,53.0,28.0,1058.0
12/14/2022,30.4,53.0,27.95,1059.6
12/15/2022,30.3,50.7,27.9,1065.1
12/16/2022,29.2,49.3,26.2,1065.1
12/19/2022,28.25,48.2,27.3,1045.0
12/20/2022,27.95,48.2,25.75,1027.0
12/21/2022,27.45,48.5,26.0,1037.0
12/22/2022,27.5,49.0,26.0,1037.7
12/23/2022,27.55,49.8,25.8,1034.8
12/26/2022,26.45,47.0,24.55,986.4
12/27/2022,26.7,47.5,25.8,1001.0
12/28/2022,26.75,47.7,26.9,1008.0
12/29/2022,26.8,47.8,26.5,993.0
12/30/2022,26.9,48.0,26.3,1004.5
1/3/2023,28.4,49.4,28.1,1045.5
1/4/2023,28.0,49.0,28.6,1042.7
1/5/2023,28.1,49.7,29.2,1053.8
1/6/2023,28.05,49.9,29.25,1051.0
1/9/2023,27.5,50.2,29.4,1053.6
1/10/2023,27.25,49.75,29.4,1056.6
1/11/2023,27.55,50.8,28.5,1062.7
1/12/2023,27.5,51.5,28.7,1065.2
1/13/2023,27.5,52.0,28.6,1069.1
1/16/2023,27.4,51.3,28.5,1075.2
1/17/2023,27.6,52.0,29.85,1107.0
1/18/2023,28.35,52.5,29.3,1117.3
1/19/2023,28.7,52.2,29.65,1121.0
1/27/2023,29.6,53.3,30.3,1121.0
1/30/2023,28.85,51.5,29.8,1109.8
1/31/2023,28.55,50.9,29.7,1125.0
2/1/2023,27.6,48.0,28.0,1088.5
2/2/2023,27.9,47.9,28.85,1088.0
2/3/2023,28.0,48.1,29.2,1081.9
2/6/2023,28.0,47.95,29.5,1090.6
2/7/2023,27.5,46.8,28.55,1067.3
2/8/2023,27.2,46.6,28.5,1072.0
2/9/2023,27.1,45.3,28.2,1057.0
2/10/2023,27.0,45.4,28.2,1045.0
2/13/2023,26.7,44.4,28.5,1038.6
2/14/2023,26.45,42.75,28.0,1030.9
2/15/2023,26.45,42.5,28.35,1037.0
2/16/2023,26.7,42.5,28.4,1052.3
2/17/2023,26.75,43.3,28.4,1052.3
2/20/2023,27.05,45.2,29.35,1088.0
2/21/2023,27.15,45.2,29.6,1076.1
2/22/2023,26.5,42.6,28.1,1043.8
2/23/2023,26.5,42.0,26.5,1048.0
2/24/2023,26.45,41.0,26.5,1020.0
2/27/2023,26.25,40.9,25.75,1011.0
2/28/2023,26.3,41.5,26.7,1008.0
3/1/2023,26.35,41.2,26.8,1032.0
3/2/2023,26.4,41.1,26.2,1024.0
3/3/2023,26.35,40.95,26.0,1005.2
3/6/2023,26.3,42.1,26.15,1010.0
3/7/2023,26.35,42.3,26.6,1027.9
3/8/2023,26.5,42.35,27.25,1038.0
3/9/2023,26.5,42.4,27.0,1050.7
3/10/2023,26.55,42.85,28.0,1049.8
3/13/2023,26.65,44.75,29.1,1048.0
3/14/2023,26.5,44.75,28.8,1037.9
3/15/2023,27.0,46.0,28.5,1063.0
3/16/2023,26.65,44.5,28.95,1043.0
3/17/2023,26.6,43.35,29.5,1043.0
3/20/2023,26.4,42.55,29.0,1022.4
3/21/2023,26.4,45.4,29.45,1030.5
3/22/2023,26.4,47.65,29.7,1034.5
3/23/2023,26.4,48.0,29.3,1038.9
3/24/2023,26.65,49.0,29.25,1043.1
3/27/2023,26.65,48.4,29.3,1047.3
3/28/2023,26.7,48.0,29.25,1051.5
3/29/2023,26.75,48.0,29.25,1056.0
3/30/2023,26.85,49.55,29.9,1064.5
3/31/2023,27.5,51.5,29.55,1066.0
4/3/2023,29.0,52.6,29.6,1083.0
4/4/2023,28.4,51.0,29.45,1080.2
4/5/2023,27.75,52.2,29.45,1084.1
4/6/2023,27.25,51.2,29.5,1073.0
4/7/2023,27.2,50.7,29.2,1075.1
4/10/2023,26.9,49.8,29.1,1072.8
4/11/2023,26.8,51.5,29.05,1076.0
4/12/2023,26.55,51.6,28.7,1075.0
4/13/2023,26.5,50.5,28.4,1070.0
4/14/2023,26.45,50.0,28.6,1063.1
4/17/2023,26.45,50.3,28.3,1064.5
4/18/2023,26.4,50.8,28.5,1063.0
4/19/2023,26.3,50.4,28.3,1055.0
4/20/2023,26.3,50.7,28.3,1053.9
4/21/2023,26.35,50.3,27.9,1053.9
4/24/2023,26.3,50.5,28.15,1040.9
4/25/2023,26.25,50.2,27.7,1030.7
4/26/2023,25.95,48.0,27.5,1037.5
4/27/2023,25.25,47.5,27.0,1035.0
4/28/2023,26.05,49.5,27.7,1042.5
5/4/2023,25.65,49.5,27.25,1035.0
5/5/2023,25.35,49.0,27.15,1033.5
5/8/2023,25.45,49.4,27.45,1041.8
5/9/2023,25.3,49.3,27.4,1042.2
5/10/2023,25.3,49.35,27.8,1050.6
5/11/2023,25.25,49.15,28.05,1051.6
5/12/2023,25.85,51.2,28.15,1064.9
5/15/2023,27.2,51.7,28.4,1066.5
5/16/2023,26.45,52.2,28.4,1067.0
5/17/2023,26.6,53.4,27.9,1065.0
5/18/2023,26.6,55.0,28.1,1074.2
5/19/2023,26.25,54.1,28.0,1074.2
5/22/2023,26.05,54.1,27.9,1065.3
5/23/2023,26.3,53.7,27.7,1059.5
5/24/2023,26.3,54.5,27.65,1056.1
5/25/2023,26.3,55.0,27.7,1057.0
5/26/2023,26.0,55.0,27.7,1056.5
5/29/2023,26.35,55.5,27.7,1068.0
5/30/2023,26.2,54.9,27.7,1068.2
5/31/2023,26.0,53.5,27.1,1062.6
6/1/2023,26.0,53.0,26.85,1065.0
6/2/2023,26.0,53.4,27.1,1078.8
6/5/2023,26.05,53.7,27.1,1087.2
6/6/2023,26.6,55.0,27.35,1096.1
6/7/2023,26.4,55.3,27.25,1098.0
6/8/2023,26.2,55.4,26.9,1089.0
6/9/2023,26.15,55.5,26.7,1095.3
6/12/2023,26.7,55.4,26.7,1108.3
6/13/2023,27.05,56.7,27.1,1115.5
6/14/2023,26.9,57.0,27.15,1112.1
6/15/2023,26.75,56.5,26.85,1109.3
6/16/2023,26.75,56.0,26.5,1109.3
6/19/2023,26.05,55.0,26.55,1096.5
6/20/2023,26.0,55.1,26.65,1100.0
6/21/2023,26.2,54.6,26.8,1115.5
6/22/2023,26.2,55.7,27.0,1114.0
6/23/2023,26.0,56.0,26.85,1119.1
6/26/2023,26.1,55.5,26.7,1123.0
6/27/2023,26.2,55.9,27.45,1125.2
6/28/2023,26.1,55.4,27.3,1132.4
6/29/2023,25.9,55.0,27.0,1115.0
6/30/2023,25.5,55.0,26.8,1117.3
7/3/2023,25.55,55.9,27.0,1117.5
7/4/2023,25.65,56.5,27.2,1123.0
7/5/2023,25.5,56.1,27.5,1124.0
7/6/2023,25.2,54.5,26.95,1116.0
7/7/2023,25.05,54.0,27.0,1125.0
7/10/2023,25.45,53.8,26.95,1136.5
7/11/2023,25.4,53.9,27.3,1138.0
7/12/2023,25.7,55.1,28.1,1141.8
7/13/2023,25.75,56.3,28.15,1155.0
7/14/2023,25.7,56.4,28.0,1162.1
7/17/2023,26.45,59.0,28.65,1161.8
7/18/2023,26.35,58.8,28.3,1165.0
7/19/2023,26.05,58.5,27.95,1164.1
7/20/2023,26.0,57.7,28.05,1165.1
7/21/2023,26.05,59.0,28.4,1165.1
7/24/2023,26.0,59.1,28.4,1191.4
7/25/2023,25.75,58.6,29.0,1194.0
7/26/2023,25.5,59.0,28.9,1197.0
7/27/2023,25.55,57.5,28.5,1193.8
7/28/2023,25.75,58.9,28.8,1210.0
7/31/2023,27.55,63.0,29.65,1234.2
8/1/2023,29.45,62.8,29.1,1220.0
8/2/2023,29.15,61.9,28.9,1218.0
8/3/2023,29.1,60.1,28.4,1208.4
8/4/2023,31.1,63.0,28.7,1234.6
8/7/2023,31.95,62.9,29.6,1250.2
8/8/2023,33.5,62.8,31.0,1248.0
8/9/2023,32.9,60.6,30.9,1240.0
8/10/2023,33.95,60.6,30.05,1226.0
8/11/2023,36.3,60.9,30.75,1239.5
8/14/2023,36.65,61.2,30.3,1239.1
8/15/2023,35.35,61.7,31.3,1241.0
8/16/2023,37.8,62.9,31.5,1255.3
8/17/2023,35.95,61.0,30.6,1253.5
8/18/2023,33.45,56.8,29.1,1253.5
8/21/2023,32.9,56.0,29.5,1190.9
8/22/2023,32.25,55.5,29.3,1196.0
8/23/2023,32.5,54.5,28.75,1180.6
8/24/2023,32.1,55.4,29.05,1198.0
8/25/2023,31.75,54.1,28.7,1194.5
8/28/2023,32.35,54.7,29.75,1211.0
8/29/2023,31.7,54.6,29.25,1211.8
8/30/2023,31.0,54.6,29.7,1224.2
8/31/2023,31.05,54.7,30.3,1233.0
9/5/2023,31.15,55.3,30.15,1242.5
9/6/2023,30.8,55.9,30.3,1263.0
9/7/2023,30.4,55.1,30.3,1255.2
9/8/2023,29.55,54.0,29.6,1249.9
9/11/2023,29.55,52.5,28.7,1233.0
9/12/2023,30.15,53.5,29.5,1257.0
9/13/2023,29.6,52.1,29.0,1245.0
9/14/2023,27.75,49.0,28.9,1235.0
9/15/2023,26.8,50.5,28.4,1240.5
9/18/2023,26.5,48.95,27.7,1222.0
9/19/2023,25.85,49.35,27.6,1222.0
9/20/2023,26.75,50.7,28.1,1231.6
9/21/2023,26.1,50.2,28.15,1220.6
9/22/2023,25.0,48.0,27.4,1220.6
9/25/2023,23.25,47.0,26.6,1162.5
9/26/2023,22.5,45.0,25.8,1151.6
9/27/2023,22.6,45.1,26.1,1163.7
9/28/2023,22.5,44.5,25.45,1162.5
9/29/2023,23.42,45.5,26.1,1160.6
10/2/2023,23.45,45.75,26.85,1166.8
10/3/2023,22.25,44.05,26.3,1131.3
10/4/2023,23.05,44.6,27.0,1132.5
10/5/2023,22.8,44.55,26.8,1120.0
10/6/2023,22.98,46.05,27.45,1138.4
10/9/2023,22.6,47.0,27.05,1145.0
10/10/2023,22.45,48.0,27.0,1157.0
10/11/2023,22.72,47.4,27.0,1166.0
10/12/2023,23.25,47.55,27.2,1161.5
10/13/2023,23.05,46.9,27.35,1161.1
10/16/2023,22.5,45.55,26.7,1146.5
10/17/2023,22.0,44.5,27.0,1134.9
10/18/2023,21.9,43.3,26.5,1125.0
10/19/2023,21.6,42.5,26.4,1112.0
10/20/2023,21.68,44.5,26.6,1112.0
10/23/2023,21.7,44.5,26.0,1104.9
10/24/2023,21.72,44.6,26.6,1112.0
10/25/2023,22.35,44.9,26.45,1109.2
10/26/2023,20.8,41.8,24.6,1060.0
10/27/2023,20.8,39.2,22.9,1068.5
10/30/2023,20.75,39.2,23.1,1039.9
10/31/2023,20.25,39.0,22.2,1039.7
11/1/2023,20.2,38.45,22.7,1047.5
11/2/2023,20.72,39.95,23.25,1087.0
11/3/2023,20.8,40.5,24.4,1087.0
11/6/2023,21.05,41.0,24.0,1106.0
11/7/2023,21.02,40.0,23.15,1095.4
11/8/2023,21.5,41.0,23.7,1134.0
11/9/2023,22.7,42.9,24.3,1125.0
11/10/2023,22.48,42.3,23.95,1108.5
11/13/2023,22.4,41.35,23.5,1107.0
11/14/2023,22.48,41.0,24.0,1120.0
11/15/2023,22.7,41.45,24.1,1134.0
11/16/2023,22.55,41.15,23.85,1125.1
11/17/2023,21.1,38.95,22.8,1125.1
11/20/2023,21.35,38.95,22.55,1102.0
11/21/2023,21.3,39.1,22.6,1111.0
11/22/2023,21.0,39.0,22.8,1112.0
11/23/2023,20.65,39.0,22.6,1080.0
11/24/2023,20.68,39.1,22.6,1084.9
11/27/2023,20.92,39.8,22.6,1076.0
11/28/2023,21.2,40.75,22.8,1087.0
11/29/2023,21.28,41.2,23.2,1092.1
11/30/2023,20.88,41.3,22.1,1076.0
12/1/2023,21.05,40.9,22.8,1090.1
12/4/2023,21.48,41.3,23.0,1107.0
12/5/2023,21.4,40.5,22.85,1099.0
12/6/2023,21.4,40.45,22.9,1111.1
12/7/2023,21.4,39.7,22.8,1112.0
12/8/2023,21.48,39.65,23.35,1112.0
12/11/2023,22.02,41.0,23.65,1117.0
12/12/2023,22.12,41.05,23.65,1118.8
12/13/2023,21.95,40.75,23.0,1107.0
12/14/2023,21.9,40.3,22.85,1103.9
12/15/2023,21.85,39.9,22.55,1099.3
12/18/2023,21.6,39.9,22.6,1082.0
12/19/2023,21.6,39.5,22.7,1091.3
12/20/2023,21.62,39.95,23.0,1096.1
12/21/2023,21.6,40.2,22.95,1094.7
12/22/2023,21.58,40.3,22.95,1094.7
12/25/2023,21.7,41.2,23.4,1115.0
12/26/2023,21.78,41.9,23.3,1121.5
12/27/2023,21.8,41.9,23.25,1116.9
12/28/2023,22.22,43.7,23.5,1132.9
12/29/2023,22.3,43.2,23.3,1134.6
1/2/2024,22.0,43.0,23.1,1133.5
1/3/2024,22.08,43.4,23.25,1148.3
1/4/2024,22.08,43.45,23.4,1156.5
1/5/2024,22.05,43.1,23.35,1166.0
1/8/2024,22.18,43.35,23.7,1162.0
1/9/2024,21.95,43.0,23.35,1163.0
1/10/2024,21.8,42.7,23.3,1163.1
1/11/2024,21.82,42.0,23.45,1168.1
1/12/2024,21.5,41.3,23.1,1165.9
1/15/2024,21.52,41.6,22.95,1162.7
1/16/2024,21.58,42.65,23.1,1172.0
1/17/2024,21.6,41.9,23.3,1166.0
1/18/2024,21.68,43.2,23.55,1172.8
1/19/2024,21.65,43.05,23.85,1190.0
1/22/2024,21.65,43.0,23.9,1194.0
1/23/2024,21.55,42.35,23.75,1184.0
1/24/2024,21.58,42.5,23.95,1180.7
1/25/2024,21.4,42.1,23.8,1180.5
1/26/2024,21.4,42.0,23.75,1187.0
1/29/2024,21.32,41.8,23.3,1183.6
1/30/2024,21.35,42.0,23.4,1186.0
1/31/2024,21.25,41.5,22.45,1171.0
2/1/2024,21.18,41.2,22.65,1177.2
2/2/2024,21.05,41.2,22.3,1181.1
2/5/2024,21.1,41.25,21.8,1202.5
2/6/2024,21.15,41.0,21.7,1203.9
2/7/2024,21.2,41.8,21.9,1219.0
2/15/2024,21.28,41.95,22.0,1217.8
2/16/2024,21.98,42.7,22.5,1232.0
2/19/2024,23.5,45.55,24.05,1240.5
2/20/2024,24.25,46.15,25.5,1240.2
2/21/2024,23.62,45.0,26.0,1240.0
2/22/2024,23.8,44.8,26.4,1238.0
2/23/2024,22.6,43.3,25.45,1225.1
2/26/2024,22.3,43.35,26.0,1230.3
2/27/2024,22.58,44.2,26.4,1241.0
2/28/2024,22.8,44.4,27.8,1266.2
2/29/2024,22.5,43.4,26.5,1262.8
3/1/2024,22.62,43.95,26.65,1266.8
3/4/2024,22.62,43.95,27.0,1268.4
3/5/2024,22.65,43.65,26.7,1278.5
3/6/2024,22.65,43.1,25.85,1266.8
3/7/2024,22.8,43.2,26.0,1273.4
3/8/2024,22.4,42.55,25.4,1253.8
3/11/2024,22.18,42.55,24.5,1231.0
3/12/2024,22.08,42.7,25.2,1239.8
3/13/2024,22.5,42.95,25.9,1271.3
3/14/2024,22.98,42.9,25.9,1260.8
3/15/2024,22.2,42.4,25.75,1260.0
3/18/2024,23.05,42.1,27.55,1230.9
3/19/2024,23.5,42.9,26.75,1230.0
3/20/2024,23.25,42.5,26.35,1255.5
3/21/2024,23.25,42.9,26.95,1275.7
3/22/2024,23.3,42.8,26.7,1284.5
3/25/2024,23.42,42.55,26.05,1268.9
3/26/2024,23.52,42.75,26.4,1285.0
3/27/2024,23.52,42.5,25.95,1288.0
3/28/2024,23.8,43.3,25.65,1306.9
3/29/2024,23.82,42.85,25.85,1298.1
4/1/2024,23.92,42.9,25.7,1290.4
4/2/2024,23.9,43.15,25.55,1290.0
4/3/2024,23.88,43.1,25.5,1271.9
4/4/2024,23.92,43.0,25.3,1265.0
4/5/2024,23.9,42.95,24.7,1252.1
4/8/2024,23.85,43.0,23.6,1254.2
4/9/2024,23.85,43.2,24.2,1264.2
4/10/2024,24.25,44.2,24.25,1260.1
4/11/2024,24.15,44.15,23.9,1263.0
4/12/2024,24.22,44.5,24.15,1286.0
4/15/2024,23.5,42.4,22.5,1236.3
4/16/2024,23.2,42.7,22.2,1230.0
4/17/2024,22.5,41.8,22.0,1214.6
4/19/2024,21.3,41.5,21.3,1191.7
4/22/2024,21.0,41.45,22.4,1205.3
4/23/2024,20.5,40.2,21.9,1200.6
4/24/2024,20.8,40.6,22.55,1230.5
4/25/2024,21.0,40.7,22.55,1227.0
4/26/2024,22.22,40.8,22.45,1232.4
5/2/2024,22.2,41.15,22.75,1242.4
5/3/2024,22.22,41.1,23.4,1249.6
5/6/2024,22.38,41.15,23.35,1270.0
5/7/2024,22.5,41.05,23.35,1276.0
5/8/2024,22.7,40.9,23.2,1279.0
5/9/2024,22.7,40.95,22.85,1269.0
5/10/2024,22.5,40.35,22.5,1270.4
5/13/2024,22.5,40.1,22.25,1266.0
5/14/2024,23.02,40.15,22.25,1274.4
5/15/2024,23.18,40.25,22.35,1286.1
5/16/2024,23.38,40.25,22.65,1309.8
5/17/2024,23.42,40.85,23.1,1307.9
5/20/2024,23.35,40.45,22.85,1310.1
5/21/2024,23.22,40.2,23.15,1312.1
5/22/2024,22.75,40.35,23.15,1292.2
5/23/2024,22.78,40.55,23.0,1300.0
5/24/2024,22.48,39.8,22.3,1277.7
5/27/2024,22.52,39.8,22.3,1276.2
5/28/2024,22.52,39.95,22.45,1292.5
5/29/2024,22.2,39.45,22.15,1277.5
5/30/2024,21.58,39.0,21.6,1270.0
5/31/2024,21.78,38.85,21.75,1270.0
6/3/2024,21.98,39.3,22.3,1291.5
6/4/2024,22.05,39.4,22.1,1295.0
6/5/2024,22.1,39.3,22.5,1295.0
6/6/2024,21.85,39.05,22.5,1298.7
6/7/2024,21.75,39.0,22.2,1308.0
6/10/2024,21.72,38.9,22.1,1310.9
6/11/2024,21.6,38.15,21.7,1305.0
6/12/2024,21.65,38.5,21.85,1330.7
6/13/2024,21.6,38.25,21.7,1335.0
6/14/2024,21.0,38.2,21.45,1317.0
6/17/2024,21.0,38.3,21.15,1308.0
6/18/2024,21.05,38.3,21.1,1308.5
6/19/2024,20.75,38.0,20.65,1317.0
6/20/2024,20.72,38.0,20.25,1323.7
6/21/2024,20.82,37.75,20.0,1320.9
6/24/2024,20.55,37.45,19.95,1290.7
6/25/2024,20.6,37.8,21.3,1287.7
6/26/2024,20.6,37.5,20.8,1290.0
6/27/2024,20.5,37.6,20.4,1289.0
6/28/2024,20.6,37.65,20.45,1274.3
7/1/2024,20.68,37.7,21.85,1285.0
7/2/2024,20.8,38.15,21.7,1295.2
7/3/2024,20.68,38.1,21.3,1307.0
7/4/2024,20.7,38.45,21.25,1308.6
7/5/2024,20.7,38.45,20.8,1316.3
7/8/2024,20.2,38.0,20.3,1314.0
7/9/2024,20.4,38.3,20.5,1320.5
7/10/2024,20.3,38.25,20.55,1310.0
7/11/2024,20.55,38.45,20.7,1305.7
7/12/2024,20.88,38.5,20.75,1300.0
7/15/2024,20.68,38.0,20.35,1299.0
7/16/2024,20.52,37.9,20.2,1302.7
7/17/2024,20.3,37.3,19.75,1303.2
7/18/2024,20.27,37.45,20.15,1297.5
7/19/2024,20.38,37.85,19.9,1297.1
7/22/2024,20.38,37.9,20.05,1300.0
7/23/2024,20.42,37.85,20.05,1284.2
7/24/2024,20.45,37.85,20.15,1283.5
7/25/2024,20.8,37.8,19.7,1276.6
7/26/2024,20.8,37.75,19.3,1285.0
7/29/2024,20.8,37.1,18.95,1287.8
7/30/2024,21.1,36.7,18.75,1292.4
7/31/2024,21.15,36.7,18.6,1304.3
8/1/2024,21.05,36.45,18.2,1275.0
8/2/2024,21.0,36.0,17.95,1275.9
8/5/2024,20.65,34.5,16.8,1233.0
8/6/2024,20.65,34.8,17.0,1249.6
8/7/2024,21.18,37.2,18.0,1250.0
8/8/2024,20.9,37.6,17.65,1240.1
8/9/2024,20.6,37.2,17.5,1264.9
8/12/2024,20.3,36.5,17.4,1270.0
8/13/2024,20.35,36.35,17.45,1267.0
8/14/2024,20.4,37.2,18.0,1268.0
8/15/2024,20.4,37.85,17.8,1267.7
8/16/2024,20.58,38.4,18.3,1288.0
8/19/2024,20.58,38.6,18.3,1298.0
8/20/2024,20.85,39.4,18.75,1302.0
8/21/2024,20.92,39.75,18.9,1312.4
8/22/2024,20.78,39.8,19.7,1314.2
8/23/2024,20.78,39.75,19.5,1315.3
8/26/2024,21.08,40.5,19.85,1317.0
8/27/2024,22.55,41.4,20.05,1321.8
8/28/2024,22.2,40.9,19.5,1322.1
8/29/2024,22.1,41.5,19.25,1326.8
8/30/2024,22.1,41.5,19.2,1332.7
9/4/2024,22.0,42.5,19.7,1314.0
9/5/2024,22.52,43.75,19.7,1307.7
9/6/2024,22.32,43.9,20.1,1309.0
9/9/2024,21.85,43.0,20.1,1307.7
9/10/2024,21.5,42.8,19.2,1294.1
9/11/2024,21.5,43.0,19.1,1293.0
9/12/2024,21.45,43.1,19.0,1297.5
9/13/2024,21.45,43.0,19.3,1294.1
9/16/2024,21.02,41.75,18.9,1282.0
9/17/2024,21.45,44.0,19.4,1305.8
9/18/2024,21.32,43.9,19.15,1311.9
9/19/2024,21.45,44.15,19.45,1316.9
9/20/2024,21.15,43.75,19.5,1330.0
9/23/2024,21.18,43.65,19.0,1325.5
9/24/2024,21.28,44.25,19.05,1335.0
9/25/2024,21.3,44.15,19.1,1344.0
9/26/2024,21.3,44.4,19.2,1356.4
9/27/2024,21.25,43.4,19.4,1355.5
9/30/2024,21.0,42.8,19.1,1357.0
10/1/2024,21.15,43.45,19.4,1360.0
10/2/2024,21.02,43.4,19.15,1357.1
10/3/2024,20.68,41.6,18.65,1349.0
10/4/2024,20.5,41.5,18.3,1343.0
10/7/2024,20.42,41.2,18.25,1340.0
10/8/2024,20.45,41.6,18.35,1341.7
10/9/2024,20.8,42.5,18.5,1358.3
10/10/2024,20.7,42.15,18.45,1366.2
10/11/2024,20.9,43.6,19.0,1366.6
10/14/2024,21.08,45.35,19.15,1359.0
10/15/2024,20.82,44.65,18.8,1358.0
10/16/2024,20.75,45.0,18.7,1354.6
10/17/2024,20.78,45.1,18.75,1358.3
10/18/2024,20.9,45.25,18.75,1365.9
10/21/2024,21.12,47.8,19.1,1363.9
10/22/2024,21.1,48.25,18.6,1352.2
10/23/2024,21.6,47.0,18.65,1354.0
10/24/2024,21.02,43.85,18.15,1338.0
10/25/2024,20.78,43.85,18.15,1327.2
10/28/2024,20.72,42.7,18.1,1332.0
10/29/2024,20.68,42.75,18.15,1339.4
10/30/2024,20.5,41.15,18.2,1342.0
10/31/2024,20.78,41.5,17.85,1343.5
11/1/2024,20.6,41.5,17.75,1330.4
11/4/2024,20.6,41.5,17.7,1318.5
11/5/2024,20.65,41.5,17.75,1319.0
11/6/2024,20.9,41.55,18.05,1341.0
11/7/2024,20.85,41.4,18.05,1334.7
11/8/2024,20.52,40.0,17.95,1324.0
11/11/2024,20.4,40.6,18.0,1320.1
11/12/2024,20.27,40.3,18.0,1310.0
11/13/2024,20.3,40.3,18.1,1307.3
11/14/2024,20.35,40.35,18.1,1292.9
11/15/2024,20.27,40.25,18.2,1275.6
11/18/2024,20.2,40.8,18.1,1273.2
11/19/2024,20.18,42.2,17.9,1262.3
11/20/2024,20.18,43.3,17.9,1270.0
11/21/2024,20.18,43.3,18.2,1281.3
11/22/2024,20.23,41.6,18.1,1298.0
11/25/2024,20.5,42.7,18.25,1298.4
11/26/2024,20.52,42.4,18.3,1307.0
11/27/2024,20.38,41.9,18.1,1307.8
11/28/2024,20.35,41.1,18.0,1305.5
11/29/2024,20.25,40.8,17.9,1318.0
