Ngày Tháng Năm,VIC,VHM,VRE,VN30F1M
3/27/2020,38.58,44.21,20.4,615.0
3/30/2020,36.18,41.12,19.0,583.0
3/31/2020,37.07,40.53,19.15,578.7
4/1/2020,38.22,40.38,19.25,590.0
4/3/2020,40.44,42.52,19.5,613.9
4/6/2020,43.24,45.46,20.85,656.8
4/7/2020,43.24,48.63,22.3,677.0
4/8/2020,41.78,51.58,22.5,675.0
4/9/2020,42.67,50.84,23.7,680.2
4/10/2020,42.22,49.44,23.8,682.0
4/13/2020,42.67,49.59,25.45,689.7
4/14/2020,42.49,50.11,26.2,705.2
4/15/2020,42.67,49.96,26.1,717.5
4/16/2020,42.62,49.74,26.5,725.2
4/17/2020,42.71,50.48,26.5,716.5
4/20/2020,42.76,50.48,26.2,710.0
4/21/2020,41.33,50.11,24.4,670.1
4/22/2020,41.11,48.19,23.55,686.9
4/23/2020,41.33,49.07,24.1,678.9
4/24/2020,41.33,47.9,24.0,697.1
4/27/2020,40.89,47.53,23.5,692.5
4/28/2020,40.89,47.6,22.75,694.0
4/29/2020,40.84,46.86,23.1,702.5
5/4/2020,40.8,47.82,23.45,684.0
5/5/2020,41.2,46.86,23.55,695.3
5/6/2020,42.22,49.37,25.0,718.0
5/7/2020,42.67,49.81,24.8,742.0
5/8/2020,43.33,52.24,25.3,744.0
5/11/2020,43.33,54.16,25.45,762.2
5/12/2020,43.11,54.16,25.25,759.1
5/13/2020,42.22,52.61,24.5,770.3
5/14/2020,42.67,52.02,24.05,768.0
5/15/2020,43.11,52.76,24.1,766.7
5/18/2020,42.89,52.98,24.55,788.0
5/19/2020,42.89,53.94,24.9,799.5
5/20/2020,42.93,56.81,26.55,807.5
5/21/2020,43.56,57.48,26.3,864.0
5/22/2020,42.84,56.37,25.8,768.9
5/25/2020,43.16,56.59,26.2,782.0
5/26/2020,43.07,56.3,26.5,809.4
5/27/2020,43.07,55.04,25.5,782.9
5/28/2020,43.11,55.26,26.9,790.0
5/29/2020,43.11,56.44,27.5,785.0
6/1/2020,43.2,58.29,27.8,811.0
6/2/2020,42.98,57.33,27.6,808.1
6/3/2020,43.02,57.4,28.1,819.0
6/4/2020,42.67,57.11,28.4,815.0
6/5/2020,42.22,56.96,28.45,825.0
6/8/2020,42.67,57.33,28.6,836.5
6/9/2020,42.76,57.18,27.9,827.0
6/10/2020,42.49,57.11,27.95,839.3
6/11/2020,41.33,56.37,26.1,795.0
6/12/2020,40.8,55.26,25.9,805.0
6/15/2020,39.56,51.58,25.0,775.0
6/16/2020,41.51,55.19,26.75,798.0
6/17/2020,40.84,56.0,27.5,800.7
6/18/2020,40.44,56.37,27.55,797.1
6/19/2020,43.24,56.37,27.8,798.6
6/22/2020,43.07,57.7,27.6,797.9
6/23/2020,41.87,57.25,27.2,796.0
6/24/2020,42.09,55.78,26.85,785.0
6/25/2020,41.51,55.63,26.5,781.0
6/26/2020,40.67,55.71,26.2,778.1
6/29/2020,39.56,54.53,25.4,763.0
6/30/2020,39.56,55.63,24.8,752.5
7/1/2020,40.44,56.66,26.45,768.6
7/2/2020,39.96,56.66,26.2,773.0
7/3/2020,40.09,57.33,26.5,772.8
7/6/2020,40.62,59.54,27.1,798.3
7/7/2020,40.44,59.54,27.45,794.0
7/8/2020,40.36,59.24,27.45,802.1
7/9/2020,40.44,59.54,27.55,815.2
7/10/2020,40.62,58.51,27.05,803.7
7/13/2020,40.58,58.29,26.5,803.0
7/14/2020,40.58,59.32,26.4,804.2
7/15/2020,40.22,59.76,26.7,817.0
7/16/2020,41.33,60.05,27.3,816.0
7/17/2020,40.67,59.32,26.85,807.9
7/20/2020,40.09,58.36,26.2,796.5
7/21/2020,40.09,58.06,26.3,805.0
7/22/2020,39.91,57.11,26.95,792.0
7/23/2020,40.0,58.06,28.3,797.1
7/24/2020,39.11,56.0,27.95,765.0
7/27/2020,37.78,52.24,26.8,711.6
7/28/2020,37.87,55.85,27.2,741.7
7/29/2020,37.11,54.53,25.55,720.7
7/30/2020,37.82,56.44,25.95,730.2
7/31/2020,38.89,57.25,25.1,725.0
8/3/2020,38.93,57.84,25.65,742.0
8/4/2020,39.11,58.21,26.3,762.0
8/5/2020,38.67,58.65,26.35,777.5
8/6/2020,38.89,58.65,26.35,776.0
8/7/2020,38.89,58.65,26.4,780.6
8/10/2020,39.2,58.65,26.65,782.4
8/11/2020,38.89,58.51,26.3,787.0
8/12/2020,38.84,58.51,26.4,791.0
8/13/2020,39.11,58.51,26.85,798.3
8/14/2020,38.84,58.73,26.85,793.5
8/17/2020,38.98,58.73,26.5,792.5
8/18/2020,38.44,58.65,26.1,788.0
8/19/2020,38.44,58.95,26.35,793.0
8/20/2020,38.22,58.95,26.35,785.0
8/21/2020,38.27,58.58,26.5,792.9
8/24/2020,39.56,58.95,26.9,815.5
8/25/2020,40.44,58.65,26.95,813.0
8/26/2020,40.44,58.58,27.2,813.2
8/27/2020,40.44,57.84,27.2,819.0
8/28/2020,39.96,57.92,27.2,823.0
8/31/2020,40.0,57.84,27.0,824.1
9/1/2020,41.2,57.99,27.25,837.4
9/3/2020,42.0,58.65,28.1,850.0
9/4/2020,41.78,58.95,28.5,844.8
9/7/2020,40.67,58.29,27.7,821.7
9/8/2020,40.22,57.84,28.3,829.5
9/9/2020,40.22,57.92,28.4,830.0
9/10/2020,40.22,57.55,28.4,823.5
9/11/2020,40.49,57.25,28.4,827.9
9/14/2020,41.38,57.11,28.6,834.0
9/15/2020,42.22,56.59,28.9,833.0
9/16/2020,42.44,56.89,28.9,834.6
9/17/2020,41.78,56.52,28.3,831.0
9/18/2020,41.78,56.66,28.5,846.3
9/21/2020,42.67,56.81,28.95,848.0
9/22/2020,42.04,56.59,28.7,850.0
9/23/2020,42.0,57.11,29.1,854.1
9/24/2020,41.33,56.81,28.6,853.1
9/25/2020,41.24,56.81,28.4,854.9
9/28/2020,41.24,56.44,27.8,862.9
9/29/2020,40.67,55.49,27.45,854.1
9/30/2020,40.67,55.63,27.6,859.8
10/1/2020,41.11,56.81,27.7,867.0
10/2/2020,41.78,55.93,27.3,861.5
10/5/2020,41.47,56.0,27.4,868.8
10/6/2020,40.8,56.08,27.5,867.7
10/7/2020,41.11,56.59,27.8,867.0
10/8/2020,41.02,56.44,27.65,868.7
10/9/2020,41.6,56.74,27.65,871.6
10/12/2020,41.73,57.11,27.1,875.0
10/13/2020,41.82,57.55,27.2,876.4
10/14/2020,42.22,57.84,27.35,894.8
10/15/2020,43.33,57.11,27.6,899.2
10/16/2020,43.38,56.74,27.5,895.1
10/19/2020,43.42,56.08,27.35,903.4
10/20/2020,43.47,56.15,27.45,911.2
10/21/2020,43.24,56.3,27.9,908.5
10/22/2020,44.49,57.11,28.1,924.0
10/23/2020,46.22,58.58,28.35,935.0
10/26/2020,46.71,57.84,27.75,927.0
10/27/2020,46.98,57.18,27.0,920.0
10/28/2020,44.53,55.71,25.5,895.9
10/29/2020,44.76,56.15,25.6,887.5
10/30/2020,47.33,56.0,25.3,896.6
11/2/2020,47.33,55.93,25.5,904.0
11/3/2020,46.4,55.85,25.55,908.3
11/4/2020,46.0,55.93,25.95,912.3
11/5/2020,46.45,55.78,26.1,910.2
11/6/2020,46.71,55.78,25.6,908.3
11/9/2020,47.16,57.48,26.1,923.0
11/10/2020,46.93,57.03,26.7,921.0
11/11/2020,47.02,56.44,26.5,921.4
11/12/2020,47.47,56.89,27.2,927.9
11/13/2020,47.73,57.7,27.2,935.9
11/16/2020,45.33,56.44,26.85,916.9
11/17/2020,47.11,57.7,27.2,938.0
11/18/2020,46.62,56.96,27.5,936.0
11/19/2020,46.22,57.11,27.9,944.2
11/20/2020,46.13,57.84,27.65,952.4
11/23/2020,46.13,59.39,27.7,959.4
11/24/2020,46.22,61.75,27.95,964.0
11/25/2020,46.93,61.53,28.25,960.0
11/26/2020,47.16,60.94,27.9,970.2
11/27/2020,46.76,61.16,27.75,974.5
11/30/2020,46.18,60.86,28.2,966.0
12/1/2020,46.67,61.38,28.25,980.3
12/2/2020,46.67,62.78,28.5,979.0
12/3/2020,47.02,62.56,28.4,988.0
12/4/2020,47.02,62.56,28.0,987.0
12/7/2020,47.02,62.41,28.3,994.5
12/8/2020,46.67,62.19,28.2,993.0
12/9/2020,47.11,62.63,28.4,1008.0
12/10/2020,46.62,61.6,28.2,1002.0
12/11/2020,47.47,62.63,28.6,1008.1
12/14/2020,48.4,64.11,30.0,1026.0
12/15/2020,47.56,63.37,30.1,1014.7
12/16/2020,47.56,63.52,30.5,1028.0
12/17/2020,46.53,62.41,29.75,1016.3
12/18/2020,46.53,62.85,30.15,1043.5
12/21/2020,47.29,64.18,30.4,1057.0
12/22/2020,46.98,64.03,30.3,1060.3
12/23/2020,46.98,64.4,30.6,1055.0
12/24/2020,46.98,63.59,29.95,1042.6
12/25/2020,47.07,64.55,30.45,1064.9
12/28/2020,47.07,64.62,30.45,1066.0
12/29/2020,47.33,66.54,31.65,1067.1
12/30/2020,48.22,66.46,31.35,1070.1
12/31/2020,48.09,65.95,31.4,1083.9
1/4/2021,48.0,67.79,31.65,1109.4
1/5/2021,48.76,70.44,33.3,1111.0
1/6/2021,48.98,69.85,33.2,1125.0
1/7/2021,48.93,69.85,33.9,1148.9
1/8/2021,49.69,71.03,35.5,1176.6
1/11/2021,50.58,75.97,37.15,1193.1
1/12/2021,50.85,76.19,36.7,1191.9
1/13/2021,49.38,74.35,36.2,1192.0
1/14/2021,49.07,73.39,36.6,1188.9
1/15/2021,49.42,74.87,36.7,1190.5
1/18/2021,49.02,74.42,37.35,1177.0
1/19/2021,45.65,71.33,37.3,1104.8
1/20/2021,45.91,71.84,36.8,1125.0
1/21/2021,46.71,72.95,36.6,1150.7
1/22/2021,46.67,73.17,36.9,1173.5
1/25/2021,46.58,73.32,37.8,1173.1
1/26/2021,45.11,72.21,37.0,1133.0
1/27/2021,44.44,69.19,34.45,1082.2
1/28/2021,41.33,64.4,32.05,1006.5
1/29/2021,44.18,68.9,32.05,1076.9
2/1/2021,44.0,65.06,30.0,1030.0
2/2/2021,47.07,69.56,31.95,1092.0
2/3/2021,47.78,71.62,33.1,1124.9
2/4/2021,46.67,72.51,32.6,1115.0
2/5/2021,47.78,73.17,32.7,1139.9
2/8/2021,44.89,69.78,30.9,1092.0
2/9/2021,47.2,71.33,31.55,1130.3
2/17/2021,48.0,74.42,33.75,1176.6
2/18/2021,48.89,76.04,34.85,1187.3
2/19/2021,48.45,75.97,34.5,1178.0
2/22/2021,48.76,77.96,34.15,1173.1
2/23/2021,48.89,77.59,34.4,1186.4
2/24/2021,48.09,75.75,33.7,1162.0
2/25/2021,48.4,75.75,33.75,1182.0
2/26/2021,48.45,74.87,33.2,1174.0
3/1/2021,48.22,75.9,34.25,1193.0
3/2/2021,48.09,75.75,34.7,1194.0
3/3/2021,47.51,74.79,35.5,1199.5
3/4/2021,47.51,73.69,34.55,1181.3
3/5/2021,47.25,72.51,34.55,1169.0
3/8/2021,47.11,71.62,34.45,1165.0
3/9/2021,46.36,72.36,34.1,1158.5
3/10/2021,47.11,73.61,34.15,1178.9
3/11/2021,47.07,73.69,34.35,1191.3
3/12/2021,47.07,73.61,34.65,1190.0
3/15/2021,47.11,73.54,34.45,1188.8
3/16/2021,46.85,73.32,34.8,1186.2
3/17/2021,46.53,73.17,34.85,1197.8
3/18/2021,47.38,73.47,35.0,1211.5
3/19/2021,48.18,72.07,34.0,1208.0
3/22/2021,47.69,73.17,34.6,1192.4
3/23/2021,47.33,72.73,34.15,1184.5
3/24/2021,47.96,71.62,33.4,1170.9
3/25/2021,49.07,71.25,32.85,1162.0
3/26/2021,49.96,70.52,32.2,1173.0
3/29/2021,50.13,70.89,33.05,1183.0
3/30/2021,52.0,70.96,32.6,1191.2
3/31/2021,52.4,71.7,32.7,1191.9
4/1/2021,54.67,72.95,33.85,1235.5
4/2/2021,54.67,74.2,33.85,1234.0
4/5/2021,55.25,74.94,34.5,1257.0
4/6/2021,56.45,74.94,35.0,1252.1
4/7/2021,56.76,74.05,35.4,1252.0
4/8/2021,55.73,73.47,35.3,1243.2
4/9/2021,55.51,72.88,35.0,1251.9
4/12/2021,58.67,75.01,35.3,1274.6
4/13/2021,62.53,75.53,35.3,1271.0
4/14/2021,62.22,74.05,35.0,1292.0
4/15/2021,62.62,74.57,34.0,1283.9
4/16/2021,63.56,74.42,33.95,1273.5
4/19/2021,64.0,77.0,33.95,1312.0
4/20/2021,63.6,80.02,34.6,1300.0
4/22/2021,61.69,75.97,32.2,1261.2
4/23/2021,61.47,77.37,32.8,1296.7
4/26/2021,58.45,73.39,31.15,1254.0
4/27/2021,58.71,73.69,30.6,1265.0
4/28/2021,58.45,74.35,31.5,1275.0
4/29/2021,58.22,73.17,32.0,1275.0
5/4/2021,59.38,73.1,31.3,1320.0
5/5/2021,59.42,73.39,31.6,1335.9
5/6/2021,58.89,72.73,31.2,1336.5
5/7/2021,58.67,71.55,31.0,1323.8
5/10/2021,58.89,73.02,31.75,1375.0
5/11/2021,58.22,72.21,31.0,1350.1
5/12/2021,57.69,71.99,31.2,1382.1
5/13/2021,56.22,71.48,30.9,1363.9
5/14/2021,55.69,71.62,30.65,1374.0
5/17/2021,55.11,74.28,30.7,1367.0
5/18/2021,53.78,72.88,30.0,1375.0
5/19/2021,53.38,73.98,29.35,1404.9
5/20/2021,54.62,75.16,29.5,1425.0
5/21/2021,54.45,76.56,30.35,1414.0
5/24/2021,54.27,78.11,30.85,1426.0
5/25/2021,54.36,77.08,31.2,1438.0
5/26/2021,54.09,77.89,31.25,1453.0
5/27/2021,53.47,76.93,30.75,1430.0
5/28/2021,53.25,77.08,30.55,1462.5
5/31/2021,52.22,75.6,29.4,1479.5
6/1/2021,53.33,76.63,30.7,1487.6
6/2/2021,52.22,76.93,30.1,1481.8
6/3/2021,52.67,77.67,30.5,1504.0
6/4/2021,53.78,77.0,32.2,1505.9
6/7/2021,54.67,78.11,33.35,1485.0
6/8/2021,53.25,77.59,31.65,1429.9
6/9/2021,52.8,78.18,31.7,1459.0
6/10/2021,51.78,76.71,30.8,1453.0
6/11/2021,52.45,78.11,31.5,1493.2
6/14/2021,53.33,80.98,31.95,1497.5
6/15/2021,54.09,82.97,32.85,1491.0
6/16/2021,52.93,81.05,32.8,1468.9
6/17/2021,52.0,80.32,32.85,1463.9
6/18/2021,52.18,82.9,32.5,1485.0
6/21/2021,52.18,82.53,31.8,1474.1
6/22/2021,52.22,82.16,31.5,1490.4
6/23/2021,51.96,82.01,31.5,1490.4
6/24/2021,52.22,82.6,32.0,1488.0
6/25/2021,52.22,82.6,31.6,1505.0
6/28/2021,51.87,85.11,31.8,1523.8
6/29/2021,52.45,87.39,31.7,1533.9
6/30/2021,52.89,86.95,31.75,1529.2
7/1/2021,52.71,86.36,31.8,1549.0
7/2/2021,52.22,86.95,31.7,1556.1
7/5/2021,51.11,87.32,29.5,1568.0
7/6/2021,49.78,81.28,29.5,1501.0
7/7/2021,50.67,86.21,30.9,1535.0
7/8/2021,49.33,84.74,29.9,1513.0
7/9/2021,48.27,82.9,28.0,1497.0
7/12/2021,46.22,79.58,27.0,1443.9
7/13/2021,45.78,80.69,27.85,1446.9
7/14/2021,45.78,80.69,28.25,1409.0
7/15/2021,45.33,81.28,28.0,1431.8
7/16/2021,47.02,80.32,27.7,1440.0
7/19/2021,45.73,76.85,26.8,1368.0
7/20/2021,45.78,78.55,26.7,1405.0
7/21/2021,46.22,79.58,27.4,1402.0
7/22/2021,47.2,81.79,28.2,1427.1
7/23/2021,46.22,79.29,27.0,1401.0
7/26/2021,46.31,80.76,26.75,1408.1
7/27/2021,46.36,79.43,27.65,1405.3
7/28/2021,46.76,78.48,27.2,1407.8
7/29/2021,46.71,79.51,27.35,1431.1
7/30/2021,47.65,79.8,27.65,1445.0
8/2/2021,47.78,79.65,27.5,1447.9
8/3/2021,50.89,81.72,28.3,1475.0
8/4/2021,50.67,81.42,27.9,1470.9
8/5/2021,50.67,82.31,27.95,1487.1
8/6/2021,50.36,83.93,27.95,1472.9
8/9/2021,50.27,86.51,28.6,1500.5
8/10/2021,50.22,86.21,28.35,1494.1
8/11/2021,49.33,85.48,28.0,1486.0
8/12/2021,49.38,86.21,28.0,1477.1
8/13/2021,49.29,88.42,28.0,1485.0
8/16/2021,49.16,85.48,28.5,1503.0
8/17/2021,49.45,81.79,28.05,1493.0
8/18/2021,48.95,81.05,27.8,1490.9
8/19/2021,52.0,81.79,27.95,1500.0
8/20/2021,48.85,79.65,27.05,1445.0
8/23/2021,48.1,78.99,26.05,1411.2
8/24/2021,47.7,79.07,26.15,1415.1
8/25/2021,47.3,78.84,26.3,1431.5
8/26/2021,46.55,78.55,26.45,1406.7
8/27/2021,47.4,78.77,26.8,1420.0
8/30/2021,47.05,78.77,27.2,1432.9
8/31/2021,47.05,78.4,27.3,1427.0
9/1/2021,47.05,78.84,27.9,1428.6
9/6/2021,47.5,79.88,28.1,1444.6
9/7/2021,46.95,80.76,27.2,1441.0
9/8/2021,46.0,79.51,27.1,1431.1
9/9/2021,45.65,79.36,27.45,1446.0
9/10/2021,45.65,79.21,28.0,1447.1
9/13/2021,46.0,78.84,27.9,1442.0
9/14/2021,46.0,78.84,28.3,1436.5
9/15/2021,45.7,79.57,28.55,1447.5
9/16/2021,43.9,77.83,30.0,1449.8
9/17/2021,43.4,78.89,29.2,1456.8
9/20/2021,43.35,77.63,29.3,1452.0
9/21/2021,42.8,75.3,28.4,1440.0
9/22/2021,43.05,75.78,28.45,1440.8
9/23/2021,43.55,77.05,28.9,1450.0
9/24/2021,43.5,77.34,28.5,1449.9
9/27/2021,43.05,75.98,28.25,1434.0
9/28/2021,43.25,76.27,28.5,1454.4
9/29/2021,43.35,75.98,28.3,1449.2
9/30/2021,44.0,76.08,29.1,1452.0
10/1/2021,43.85,74.81,28.2,1441.0
10/4/2021,43.9,75.78,28.25,1440.3
10/5/2021,44.3,77.15,28.45,1449.0
10/6/2021,44.3,78.21,29.4,1452.0
10/7/2021,44.4,77.73,29.3,1454.8
10/8/2021,44.65,77.63,29.15,1474.5
10/11/2021,45.95,78.7,30.45,1513.5
10/12/2021,46.45,78.6,30.8,1510.0
10/13/2021,46.55,77.73,30.4,1503.1
10/14/2021,46.25,76.66,30.7,1505.9
10/15/2021,46.3,76.46,30.5,1504.5
10/18/2021,46.3,76.66,30.8,1510.5
10/19/2021,46.2,77.15,30.3,1510.6
10/20/2021,46.15,76.56,30.95,1504.0
10/21/2021,45.5,75.69,30.6,1489.0
10/22/2021,45.9,75.78,30.65,1492.0
10/25/2021,46.05,76.27,30.4,1478.0
10/26/2021,46.1,76.46,30.6,1489.0
10/27/2021,47.5,78.7,31.2,1523.3
10/28/2021,47.5,78.7,31.0,1532.3
10/29/2021,47.9,83.07,31.2,1533.7
11/1/2021,47.9,81.91,31.15,1522.7
11/2/2021,47.9,82.59,30.85,1524.1
11/3/2021,47.65,80.55,31.7,1528.5
11/4/2021,47.5,80.35,31.55,1529.8
11/5/2021,47.5,79.67,31.2,1535.1
11/8/2021,47.45,80.06,30.85,1537.7
11/9/2021,47.45,80.64,30.4,1525.5
11/10/2021,47.45,80.25,30.9,1529.3
11/11/2021,47.4,79.19,30.3,1513.0
11/12/2021,47.25,79.67,30.1,1530.7
11/15/2021,47.5,81.61,30.2,1527.8
11/16/2021,47.4,80.64,30.05,1517.3
11/17/2021,48.15,81.13,30.45,1520.4
11/18/2021,47.25,80.45,31.1,1504.1
11/19/2021,47.4,78.21,30.5,1502.5
11/22/2021,47.4,78.7,29.9,1512.5
11/23/2021,47.4,80.16,30.15,1528.9
11/24/2021,47.05,81.32,31.1,1562.1
11/25/2021,47.0,81.52,30.85,1566.6
11/26/2021,49.25,80.93,30.4,1556.7
11/29/2021,52.65,82.39,30.15,1551.9
11/30/2021,52.5,82.2,29.8,1537.1
12/1/2021,53.0,80.55,29.7,1553.9
12/2/2021,53.6,79.96,29.65,1540.0
12/3/2021,52.75,77.92,28.1,1509.0
12/6/2021,52.8,77.44,28.0,1480.2
12/7/2021,53.35,79.28,29.95,1512.0
12/8/2021,52.95,78.7,30.1,1511.0
12/9/2021,53.5,79.28,30.45,1532.0
12/10/2021,51.55,78.6,30.35,1520.5
12/13/2021,51.6,79.77,30.45,1525.9
12/14/2021,51.25,79.77,30.2,1518.5
12/15/2021,50.0,80.25,30.4,1520.1
12/16/2021,50.0,79.96,30.1,1510.0
12/17/2021,51.0,82.1,30.8,1520.0
12/20/2021,49.5,81.13,31.05,1508.0
12/21/2021,49.05,83.56,31.4,1512.5
12/22/2021,49.8,83.27,31.5,1508.0
12/23/2021,48.0,80.16,31.0,1488.2
12/24/2021,48.25,80.55,31.25,1509.0
12/27/2021,49.5,80.45,31.3,1516.0
12/28/2021,49.2,80.45,30.8,1520.2
12/29/2021,47.75,79.38,30.55,1519.0
12/30/2021,47.5,79.28,30.5,1525.5
12/31/2021,47.55,79.67,30.1,1537.0
1/4/2022,50.5,82.68,31.15,1558.5
1/5/2022,50.0,81.61,33.3,1549.0
1/6/2022,52.25,82.88,35.6,1545.1
1/7/2022,51.1,82.97,34.75,1539.6
1/10/2022,51.15,82.97,35.0,1513.1
1/11/2022,50.5,81.23,34.2,1503.6
1/12/2022,50.4,81.23,36.0,1528.9
1/13/2022,49.4,79.87,33.8,1525.7
1/14/2022,49.45,79.87,34.4,1520.1
1/17/2022,48.5,76.85,32.0,1480.0
1/18/2022,47.95,74.81,32.4,1482.5
1/19/2022,47.9,75.4,33.25,1482.0
1/20/2022,47.5,76.37,33.6,1492.6
1/21/2022,47.75,77.15,33.1,1498.9
1/24/2022,47.5,74.04,31.0,1468.2
1/25/2022,48.0,78.7,33.15,1503.9
1/26/2022,48.2,78.89,33.9,1519.0
1/27/2022,48.25,78.7,34.2,1512.0
1/28/2022,48.5,78.02,34.95,1528.0
2/7/2022,45.6,79.87,35.5,1532.8
2/8/2022,43.65,78.89,35.5,1535.5
2/9/2022,42.85,79.19,35.9,1541.0
2/10/2022,42.0,77.83,36.0,1542.5
2/11/2022,40.85,77.44,34.6,1543.0
2/14/2022,40.9,75.88,33.0,1510.1
2/15/2022,41.85,77.73,34.0,1522.0
2/16/2022,41.45,77.73,34.3,1521.0
2/17/2022,41.55,78.51,34.45,1540.2
2/18/2022,41.1,77.44,33.6,1525.0
2/21/2022,41.8,77.73,34.1,1530.0
2/22/2022,41.0,77.05,34.5,1517.5
2/23/2022,41.25,77.15,34.9,1529.3
2/24/2022,40.05,76.37,34.0,1514.7
2/25/2022,39.55,76.08,34.0,1517.0
2/28/2022,38.5,75.3,33.5,1511.2
3/1/2022,39.6,75.78,33.5,1515.6
3/2/2022,39.45,75.3,32.8,1502.0
3/3/2022,39.5,75.78,32.7,1517.5
3/4/2022,39.5,75.69,33.75,1513.0
3/7/2022,39.25,74.04,32.9,1504.2
3/8/2022,38.95,72.48,32.5,1490.3
3/9/2022,39.0,71.9,31.6,1490.8
3/10/2022,39.55,73.06,32.0,1490.0
3/11/2022,39.5,72.87,31.85,1476.0
3/14/2022,39.15,72.38,32.0,1463.4
3/15/2022,39.15,72.38,31.75,1464.5
3/16/2022,39.05,72.09,31.75,1471.8
3/17/2022,39.2,71.9,32.25,1472.2
3/18/2022,39.4,72.48,33.0,1478.1
3/21/2022,40.5,75.3,33.2,1494.9
3/22/2022,41.1,75.78,33.2,1500.0
3/23/2022,40.7,75.01,32.85,1497.2
3/24/2022,40.5,73.55,32.8,1494.0
3/25/2022,40.5,73.74,32.7,1494.0
3/28/2022,40.25,72.77,32.0,1483.5
3/29/2022,40.4,74.33,32.55,1493.4
3/30/2022,40.55,73.65,32.5,1489.8
3/31/2022,40.6,73.65,33.45,1496.0
4/1/2022,41.05,74.04,34.05,1525.0
4/4/2022,41.35,74.13,34.05,1528.4
4/5/2022,41.15,74.23,33.65,1525.3
4/6/2022,40.25,74.13,33.6,1540.3
4/7/2022,39.75,72.87,32.65,1529.8
4/8/2022,40.85,72.97,32.2,1523.9
4/12/2022,40.65,70.93,31.1,1509.4
4/13/2022,41.1,71.02,31.85,1519.7
4/14/2022,40.85,70.25,31.85,1512.5
4/15/2022,40.35,69.08,31.5,1492.6
4/18/2022,39.75,67.82,31.35,1473.1
4/19/2022,39.4,66.94,30.85,1454.1
4/20/2022,39.65,64.9,30.65,1440.0
4/21/2022,38.75,62.18,30.5,1435.3
4/22/2022,38.85,62.86,30.9,1445.0
4/25/2022,38.1,61.21,29.05,1353.1
4/26/2022,39.0,63.15,31.05,1391.0
4/27/2022,39.0,63.15,30.5,1401.0
4/28/2022,38.95,62.67,29.85,1392.0
4/29/2022,40.0,63.15,30.9,1409.0
5/4/2022,39.85,62.67,29.95,1383.0
5/5/2022,40.0,66.85,30.3,1402.5
5/6/2022,39.9,66.75,29.6,1362.0
5/9/2022,39.55,66.07,28.2,1308.1
5/10/2022,40.2,67.91,28.1,1335.0
5/11/2022,40.25,68.5,28.9,1337.0
5/12/2022,39.5,66.94,26.9,1270.0
5/13/2022,39.0,66.07,25.3,1225.0
5/16/2022,38.5,63.93,26.25,1212.0
5/17/2022,39.0,65.0,27.4,1280.9
5/18/2022,39.0,65.0,27.4,1281.0
5/19/2022,38.95,65.1,27.4,1283.0
5/20/2022,38.9,64.9,27.35,1276.8
5/23/2022,38.7,64.81,27.35,1253.1
5/24/2022,38.8,65.0,28.1,1267.0
5/25/2022,38.85,65.97,29.45,1299.3
5/26/2022,38.85,66.75,29.6,1300.9
5/27/2022,39.0,67.72,29.8,1322.5
5/30/2022,39.25,68.5,29.95,1325.6
5/31/2022,39.4,69.6,30.15,1320.5
6/1/2022,39.65,70.3,30.05,1326.0
6/2/2022,39.45,69.5,29.95,1315.0
6/3/2022,39.4,69.4,29.95,1318.5
6/6/2022,39.25,69.3,29.95,1315.0
6/7/2022,39.0,68.5,29.9,1315.0
6/8/2022,39.05,68.5,30.4,1333.0
6/9/2022,39.05,68.3,30.9,1335.3
6/10/2022,39.0,68.3,30.5,1311.1
6/13/2022,38.2,66.0,29.0,1260.2
6/14/2022,38.3,66.0,29.15,1268.3
6/15/2022,38.35,65.9,28.9,1251.3
6/16/2022,38.3,66.0,29.2,1286.0
6/17/2022,38.3,66.0,29.35,1245.2
6/20/2022,37.8,65.0,28.7,1212.0
6/21/2022,37.5,65.0,28.0,1228.0
6/22/2022,37.5,64.8,28.5,1216.0
6/23/2022,37.1,63.2,28.05,1227.8
6/24/2022,37.3,63.2,27.55,1227.0
6/27/2022,36.9,63.5,28.75,1247.9
6/28/2022,36.8,63.8,28.85,1261.0
6/29/2022,36.7,63.3,28.45,1260.5
6/30/2022,36.75,62.1,28.55,1240.1
7/1/2022,36.3,61.4,28.65,1242.0
7/4/2022,36.35,61.0,28.5,1242.0
7/5/2022,36.15,60.5,27.95,1234.9
7/6/2022,33.75,59.1,26.0,1218.0
7/7/2022,34.9,61.0,27.0,1225.0
7/8/2022,35.0,61.0,27.0,1225.0
7/11/2022,35.0,60.5,26.0,1200.7
7/12/2022,34.95,60.2,26.2,1213.5
7/13/2022,34.75,60.1,26.25,1210.0
7/14/2022,34.75,60.1,26.05,1215.7
7/15/2022,34.8,60.0,26.2,1210.1
7/18/2022,34.0,59.0,26.05,1215.4
7/19/2022,34.4,58.8,26.0,1213.0
7/20/2022,34.1,59.7,26.05,1226.1
7/21/2022,34.25,58.9,26.3,1234.1
7/22/2022,33.25,58.7,26.0,1225.6
7/25/2022,33.65,58.9,26.3,1221.9
7/26/2022,33.05,58.7,26.05,1218.9
7/27/2022,33.25,58.6,26.3,1223.0
7/28/2022,33.5,58.8,28.1,1231.6
7/29/2022,32.0,59.9,28.0,1230.7
8/1/2022,32.35,60.0,29.0,1244.4
8/2/2022,33.3,62.5,29.0,1245.9
