as_of_date,scenario_name,scenario_rank,shock_type,shock_magnitude,dd_total,dd_exogenous,dd_endogenous,panic_ratio,margin_calls,margin_call_events,min_price_mean,end_price_mean,dd_total_p10,dd_total_p90,panic_ratio_p10,panic_ratio_p90,simulation_runs,simulation_agents,steps_post_shock,stress_confidence
2025-03-07,price_drop_3pct,1,PRICE_DROP,0.03,0.0241572137571906,0.0241242496863646,3.296407082601915e-05,0.0012933859563824,0,0,1294.0163266972772,1443.9633635618218,0.0227993069646463,0.0250813514165206,0.0,0.0,12,1000,20,0.2954988320239906
2025-03-07,price_drop_5pct,2,PRICE_DROP,0.05,0.0440535678495402,0.0440535678495402,0.0,0.0,0,0,1267.632766353117,1423.9090167395905,0.0429240638344177,0.0453853845120849,0.0,0.0,12,1000,20,0.2954988320239906
2025-03-07,price_drop_7pct,3,PRICE_DROP,0.07,0.0642874059819533,0.0642874059819533,0.0,0.0,16,16,1240.801685297631,1390.7136367086932,0.0631352323741909,0.0653423818514305,0.0,0.0,12,1000,20,0.2954988320239906
2025-03-14,cost_of_capital_100bp,7,COST_OF_CAPITAL,0.01,2.1908120621583987e-05,0.0,2.1908120621583987e-05,0.0833333333333333,0,0,1326.1209465458376,1429.1199859595572,0.0,0.0,0.0,0.0,12,1000,20,0.3015447660099856
2025-03-14,foreign_outflow_1z,6,FOREIGN_OUTFLOW,1.0,0.0,0.0,0.0,0.0,0,0,1326.15,1429.5558363423515,0.0,0.0,0.0,0.0,12,1000,20,0.3015447660099856
2025-03-14,liquidity_withdrawal_25pct,4,LIQUIDITY_WITHDRAWAL,0.25,0.0,0.0,0.0,0.0,0,0,1326.15,1477.7002828409031,0.0,0.0,0.0,0.0,12,1000,20,0.3015447660099856
2025-03-14,liquidity_withdrawal_50pct,5,LIQUIDITY_WITHDRAWAL,0.5,0.0,0.0,0.0,0.0,0,0,1326.15,1522.165780053252,0.0,0.0,0.0,0.0,12,1000,20,0.3015447660099856
2025-03-14,price_drop_3pct,1,PRICE_DROP,0.03,0.0260022298919098,0.0259024660919549,9.976379995486404e-05,0.003594491738645,0,0,1291.6671428288437,1401.0722431419706,0.0246960462899424,0.0277791570144171,0.0,0.0178671359062324,12,1000,20,0.3015447660099856
2025-03-14,price_drop_5pct,2,PRICE_DROP,0.05,0.045985286841388,0.0459009581955987,8.432864578922228e-05,0.0018391589326968,1,1,1265.1666118552937,1377.0179155084013,0.0446518717978038,0.0466943081070945,0.0,0.0,12,1000,20,0.3015447660099856
2025-03-14,price_drop_7pct,3,PRICE_DROP,0.07,0.0658133411998137,0.0658133411998137,0.0,0.0,10,10,1238.871637567867,1346.3197262471022,0.0644824449879503,0.0670626441234688,0.0,0.0,12,1000,20,0.3015447660099856
2025-03-21,cost_of_capital_100bp,7,COST_OF_CAPITAL,0.01,0.0039955122844575,0.0036688179204073,0.0003266943640501,0.0445320180740766,0,0,1316.5984122214213,1319.274607138842,0.0006550389715955,0.0070400543451262,0.0,0.0297242161647697,12,1000,20,0.2995538564442121
2025-03-21,foreign_outflow_1z,6,FOREIGN_OUTFLOW,1.0,0.0052355295514016,0.0049725199972762,0.0002630095541254,0.0192227439418791,0,0,1314.9592581965933,1317.3715826207688,0.0020282456123245,0.0098516065185068,0.0,0.0,12,1000,20,0.2995538564442121
2025-03-21,liquidity_withdrawal_25pct,4,LIQUIDITY_WITHDRAWAL,0.25,0.0020229510595835,0.0020229510595835,0.0,0.0,0,0,1319.205901453358,1326.6607613268504,1.1944568739082706e-05,0.0044203127615414,0.0,0.0,12,1000,20,0.2995538564442121
2025-03-21,liquidity_withdrawal_50pct,5,LIQUIDITY_WITHDRAWAL,0.5,0.0026405720692963,0.0026405720692963,0.0,0.0,0,0,1318.3894805930388,1326.331897215585,0.0,0.006978109893008,0.0,0.0,12,1000,20,0.2995538564442121
2025-03-21,price_drop_3pct,1,PRICE_DROP,0.03,0.0301491018294622,0.0297257818442102,0.0004233199852519,0.0133458484313668,0,0,1282.0265052736706,1290.426107939276,0.0288540176152053,0.031902571129877,0.0,0.0468378679844204,12,1000,20,0.2995538564442121
2025-03-21,price_drop_5pct,2,PRICE_DROP,0.05,0.0502717958217224,0.0499079679768008,0.0003638278449216,0.0070413131888922,3,3,1255.4267185391816,1267.0949120874911,0.0490555541747176,0.0514779268532628,0.0,0.0206087251420828,12,1000,20,0.2995538564442121
