time,Market_Return,CSAD,CSSD,Spread,Spread_Z,DPI,Ledoit_Correlation,Macro_Regime,cache_date
2023-06-06,0.009090909090909038,0.011117255440475551,0.015506717670268701,0.00438946222979315,-0.24691081530427408,0.0,0.07084671480565442,NORMAL,2026-05-07
2023-06-07,0.0,0.016018773867550892,0.02387374578586559,0.007854971918314697,1.8494959958641424,6.666666666666667,0.07084671480565442,NORMAL,2026-05-07
2023-06-08,-0.009009009009009028,0.01694246399885797,0.021277145179801973,0.004334681180944003,-0.3817219816396566,6.666666666666667,0.07084671480565442,NORMAL,2026-05-07
2023-06-09,0.009090909090909038,0.015316517336777942,0.019513115642554844,0.004196598305776901,-0.4526500766460249,6.666666666666667,0.07084671480565442,NORMAL,2026-05-07
2023-06-12,0.009009009009008917,0.013306755702272388,0.017150491881071154,0.003843736178798766,-0.6573458925839866,6.666666666666667,0.07084671480565442,NORMAL,2026-05-07
2023-06-13,0.0,0.011802994067084514,0.018097412062388744,0.00629441799530423,0.967424234299565,13.333333333333334,0.07084671480565442,NORMAL,2026-05-07
2023-06-14,0.0,0.012823218047155069,0.017347945696764264,0.0045247276496091955,-0.2466083335959952,13.333333333333334,0.07084671480565442,NORMAL,2026-05-07
2023-06-15,0.0,0.010924903614486324,0.014191023567677763,0.0032661199531914386,-1.0619824572391072,13.333333333333334,0.07084671480565442,NORMAL,2026-05-07
2023-06-16,0.0,0.010401950828817843,0.013713664262532543,0.0033117134337147004,-0.9635236174386637,13.333333333333334,0.07084671480565442,NORMAL,2026-05-07
2023-06-19,-0.008928571428571397,0.014084800536183509,0.018853986451841418,0.004769185915657909,0.0654637278092875,20.0,0.07084671480565442,NORMAL,2026-05-07
2023-06-20,0.0,0.01719829015909807,0.024361428316161993,0.007163138157063924,1.5976981043008434,26.666666666666668,0.07084671480565442,NORMAL,2026-05-07
2023-06-21,0.009009009009008917,0.010253595422942947,0.014999810199105427,0.00474621477616248,-0.05796051533828494,26.666666666666668,0.07084671480565442,NORMAL,2026-05-07
2023-06-22,0.008928571428571175,0.008940161088537601,0.012875825021750612,0.003935663933213011,-0.6051572399456128,26.666666666666668,0.07084671480565442,NORMAL,2026-05-07
2023-06-23,0.0,0.010734906105413727,0.014681623781945055,0.003946717676531328,-0.573002954421537,26.666666666666668,0.07084671480565442,NORMAL,2026-05-07
2023-06-26,0.0,0.011471027744675935,0.016269106579046767,0.004798078834370832,0.052342988916084285,33.33333333333333,0.07084671480565442,NORMAL,2026-05-07
2023-06-27,0.0,0.009781489105089289,0.01703519273089891,0.00725370362580962,1.6828187496911406,40.0,0.07084671480565442,NORMAL,2026-05-07
2023-06-28,0.008849557522123908,0.01148211199764275,0.014460746991420161,0.002978634993777412,-1.2392680049130989,33.33333333333333,0.07084671480565442,NORMAL,2026-05-07
2023-06-29,-0.00877192982456143,0.016135204214889506,0.020895824858161004,0.004760620643271499,-0.004172220876713374,33.33333333333333,0.07084671480565442,NORMAL,2026-05-07
2023-06-30,-0.008849557522123686,0.01138494674378922,0.015014488260158223,0.003629541516369003,-0.7736876649101964,33.33333333333333,0.07084671480565442,NORMAL,2026-05-07
2023-07-03,0.008928571428571175,0.01091176624494222,0.013703572211900014,0.002791805966957793,-1.27048194522958,33.33333333333333,0.07084671480565442,NORMAL,2026-05-07
2023-07-04,0.0,0.015688356253137952,0.022327183387116936,0.006638827133978984,1.3234936541687767,33.33333333333333,0.14543920464420332,NORMAL,2026-05-07
2023-07-05,0.0,0.009505510608308263,0.012167515612545029,0.0026620050042367657,-1.292777478188497,33.33333333333333,0.14543920464420332,NORMAL,2026-05-07
2023-07-06,0.0,0.014697801587889657,0.018758552314009795,0.004060750726120138,-0.34601057190749246,33.33333333333333,0.14543920464420332,NORMAL,2026-05-07
2023-07-07,0.008849557522123908,0.013964586825414538,0.019193204832875035,0.005228618007460497,0.43975119100709875,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-10,0.00877192982456143,0.012872571500162877,0.018401551325247,0.005528979825084124,0.6251661504962448,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-11,0.0,0.010700540913791537,0.015192646520125972,0.0044921056063344355,-0.11103056744799952,33.33333333333333,0.14543920464420332,NORMAL,2026-05-07
2023-07-12,0.0,0.010858862080528772,0.015569040639689894,0.0047101785591611225,0.04750141430805335,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-13,0.01739130434782621,0.014363211318820904,0.01696770915243429,0.002604497833613384,-1.4084759101647233,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-14,0.0,0.012166385492900191,0.019423420013438737,0.007257034520538545,1.7484262497283392,46.666666666666664,0.14543920464420332,NORMAL,2026-05-07
2023-07-17,0.0,0.013340339509436349,0.017960888338748576,0.004620548829312227,-0.041116962066939246,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-18,0.0,0.009620347774624057,0.01256193942616958,0.0029415916515455227,-1.136030407704544,33.33333333333333,0.14543920464420332,NORMAL,2026-05-07
2023-07-19,0.0,0.012847856960089098,0.01792715852834595,0.005079301568256851,0.3293920790420758,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-20,0.0,0.0117875538924767,0.015553351926476767,0.0037657980340000674,-0.5778284378056557,40.0,0.14543920464420332,NORMAL,2026-05-07
2023-07-21,0.017094017094017033,0.014183199424529648,0.019539511730258655,0.005356312305729007,0.5468417100088161,46.666666666666664,0.14543920464420332,NORMAL,2026-05-07
2023-07-24,0.0,0.012577144530019218,0.019311753489442744,0.006734608959423526,1.42605023758998,53.333333333333336,0.14543920464420332,DISTRIBUTION_PEAK,2026-05-07
2023-07-25,0.008403361344537785,0.012505440697928744,0.014927290873830795,0.0024218501759020513,-1.483668758005076,46.666666666666664,0.14543920464420332,NORMAL,2026-05-07
2023-07-26,0.0,0.011648128586050042,0.01730570980719012,0.005657581221140077,0.6907125645813345,53.333333333333336,0.14543920464420332,DISTRIBUTION_PEAK,2026-05-07
2023-07-27,0.0,0.01426936997165499,0.02032654658633076,0.0060571766146757695,0.918611750275766,60.0,0.14543920464420332,DISTRIBUTION_PEAK,2026-05-07
2023-07-28,0.008333333333333304,0.011868892398450966,0.016191248218033926,0.0043223558195829605,-0.2728513772770023,53.333333333333336,0.14543920464420332,DISTRIBUTION_PEAK,2026-05-07
2023-07-31,0.008264462809917328,0.01419016164278221,0.020326383481433702,0.006136221838651493,0.960245650685689,53.333333333333336,0.14543920464420332,DISTRIBUTION_PEAK,2026-05-07
2023-08-01,0.0,0.02046150029514515,0.026685688731755492,0.006224188436610344,0.9697718783630561,60.0,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-02,0.0,0.01439490763430414,0.02089833861408795,0.006503430979783809,1.0987323838325038,60.0,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-03,-0.008196721311475419,0.013087979735581269,0.01627675530197134,0.0031887755663900716,-1.1527625525136336,60.0,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-04,0.016528925619834656,0.017211928932903527,0.022546350475764254,0.0053344215428607275,0.3267410036449483,60.0,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-07,0.008130081300812941,0.012704627163252883,0.018214544470537556,0.005509917307284673,0.43750020079114366,66.66666666666666,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-08,0.0,0.014545802426044285,0.02096378693713993,0.006417984511095645,1.0361048220504494,73.33333333333333,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-09,-0.008064516129032251,0.011455118963690007,0.016440862769274426,0.004985743805584419,0.0017785017895374739,73.33333333333333,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-10,-0.008130081300813052,0.013412518702900484,0.017116653067870444,0.00370413436496996,-0.9030955679772347,73.33333333333333,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-11,0.008196721311475308,0.016583441266036083,0.02246156439926438,0.0058781231332282954,0.6861193263518306,73.33333333333333,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-14,0.008130081300812941,0.015699454187567338,0.022605588346248744,0.006906134158681406,1.3507388536281113,73.33333333333333,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-15,-0.008064516129032251,0.011591420728540839,0.016585534236567202,0.004994113508026364,-0.05042128208738544,73.33333333333333,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
2023-08-16,0.008130081300812941,0.01300520506570897,0.017972204397186997,0.004966999331478027,-0.06902300011824852,66.66666666666666,0.061929180404033495,DISTRIBUTION_PEAK,2026-05-07
