time,Market_Return,CSAD,CSSD,Spread,Spread_Z,DPI,Ledoit_Correlation,Macro_Regime,cache_date
2023-06-20,0.0,0.018024219889848238,0.02452563902314261,0.006501419133294373,0.02111489718862382,5.0,0.05442095773010674,NORMAL,2026-05-07
2023-06-21,0.009009009009008917,0.013381813233420355,0.019171467545872456,0.005789654312452101,-0.5180573826226469,5.0,0.05442095773010674,NORMAL,2026-05-07
2023-06-22,0.008928571428571175,0.01112697965311154,0.016356309390910158,0.005229329737798619,-0.9192176994134009,5.0,0.05442095773010674,NORMAL,2026-05-07
2023-06-23,0.0,0.013399100885940882,0.01990553721426256,0.006506436328321678,0.09797054871644514,10.0,0.05442095773010674,NORMAL,2026-05-07
2023-06-26,0.0,0.015610782247432411,0.02274507166186466,0.0071342894144322475,0.5919627423058773,15.0,0.05442095773010674,NORMAL,2026-05-07
2023-06-27,0.0,0.011201339035631731,0.018744960921046064,0.0075436218854143325,0.8919206601654446,20.0,0.0621439469879122,NORMAL,2026-05-07
2023-06-28,0.008849557522123908,0.01508159804876311,0.01953244912482204,0.004450851076058929,-1.5482382036660594,20.0,0.0621439469879122,NORMAL,2026-05-07
2023-06-29,-0.00877192982456143,0.015589489949057168,0.0207993147762516,0.005209824827194433,-0.8996357525004797,20.0,0.0621439469879122,NORMAL,2026-05-07
2023-06-30,-0.008849557522123686,0.013461512278179233,0.01879459582565346,0.005333083547474226,-0.7710548042636903,20.0,0.0621439469879122,NORMAL,2026-05-07
2023-07-03,0.008928571428571175,0.012174075620787195,0.015856082060388455,0.0036820064396012597,-1.8809936957997915,20.0,0.0621439469879122,NORMAL,2026-05-07
2023-07-04,0.0,0.01565281056899189,0.022679707195864603,0.007026896626872711,0.6303630857193564,25.0,0.08163574772621213,NORMAL,2026-05-07
2023-07-05,0.0,0.010925353856174302,0.01596866637349444,0.0050433125173201376,-0.8565584216141755,25.0,0.08163574772621213,NORMAL,2026-05-07
2023-07-06,0.0,0.014771520773911017,0.019830722412885346,0.005059201638974329,-0.8133972356970718,25.0,0.08163574772621213,NORMAL,2026-05-07
2023-07-07,0.008849557522123908,0.01319220156918022,0.017203536898195784,0.004011335329015564,-1.5069882843883737,25.0,0.08163574772621213,NORMAL,2026-05-07
2023-07-10,0.00877192982456143,0.012401111534931078,0.01752517945475591,0.00512406791982483,-0.6508299010775785,25.0,0.08163574772621213,NORMAL,2026-05-07
2023-07-11,0.0,0.012329964587921547,0.018161565855849642,0.005831601267928095,-0.11061419225743004,25.0,0.08348705869325104,NORMAL,2026-05-07
2023-07-12,0.0,0.010494533290233905,0.015734010861508038,0.005239477571274133,-0.5547327270432606,25.0,0.08348705869325104,NORMAL,2026-05-07
2023-07-13,0.01739130434782621,0.01451082377491911,0.01765692136736753,0.0031460975924484207,-1.9666229724591018,25.0,0.08348705869325104,NORMAL,2026-05-07
2023-07-14,0.0,0.012050708148963848,0.018428939375759984,0.0063782312267961355,0.393310360334835,30.0,0.08348705869325104,NORMAL,2026-05-07
2023-07-17,0.0,0.01480321131346779,0.022221657388834633,0.007418446075366843,1.114592186948818,35.0,0.08348705869325104,NORMAL,2026-05-07
2023-07-18,0.0,0.012283177500424645,0.017905060535363768,0.005621883034939122,-0.2122444234656212,30.0,0.09315649191568702,NORMAL,2026-05-07
2023-07-19,0.0,0.01515426637270477,0.021532339112340752,0.006378072739635983,0.35118660971662824,35.0,0.09315649191568702,NORMAL,2026-05-07
2023-07-20,0.0,0.012798113168103736,0.0189752357670245,0.006177122598920764,0.19252570817165648,40.0,0.09315649191568702,NORMAL,2026-05-07
2023-07-21,0.017094017094017033,0.015185605702591008,0.019271853249228633,0.004086247546637625,-1.363104582842969,35.0,0.09315649191568702,NORMAL,2026-05-07
2023-07-24,0.0,0.015942580581296144,0.023374263363692947,0.007431682782396802,1.1520790671473793,35.0,0.09315649191568702,NORMAL,2026-05-07
2023-07-25,0.008403361344537785,0.01649306986031347,0.020200133753963866,0.0037070638936503968,-1.5685284071992374,30.0,0.09730365834883932,NORMAL,2026-05-07
2023-07-26,0.0,0.011053198662693681,0.016680537678922455,0.005627339016228774,-0.14988568841326014,30.0,0.09730365834883932,NORMAL,2026-05-07
2023-07-27,0.0,0.014567153746387115,0.021030562382670964,0.006463408636283849,0.46718268748561204,35.0,0.09730365834883932,NORMAL,2026-05-07
2023-07-28,0.008333333333333304,0.015121675803854826,0.021843004342292315,0.006721328538437489,0.645761156626643,40.0,0.09730365834883932,NORMAL,2026-05-07
2023-07-31,0.008264462809917328,0.016955290009594674,0.023225024779767147,0.0062697347701724734,0.29118288882732896,45.0,0.09730365834883932,NORMAL,2026-05-07
2023-08-01,0.0,0.019961812334767313,0.026476480354655833,0.006514668019888519,0.47225033314667314,45.0,0.06657990605535942,NORMAL,2026-05-07
2023-08-02,0.0,0.01237531186678843,0.018345286813385337,0.005969974946596908,0.03737484069273963,50.0,0.06657990605535942,DISTRIBUTION_PEAK,2026-05-07
