as_of_date,pct_fundamental,pct_momentum,pct_foreign,pct_leveraged,avg_leverage_ratio,noise_std,pct_noise,calibration_method,input_quality_score,mli,liquidity_stress,valuation_gap,trend_z,breadth_z,foreign_flow_z,global_risk_z,global_risk_quality,margin_pressure_z,qp_downside_participation_z,qp_high_beta_sell_pressure_z,qp_sector_stress_z,margin_leverage_level,margin_call_trigger_pressure,cascade_vulnerability,latent_confidence_score,validation_quality,qp_panel_available,qp_panel_quality
2026-01-09,0.2764391250074516,0.2163743308121915,0.0857375278101787,0.321449016370178,2.5,0.2947596744172228,0.1,latent_margin_state_mapping_v3,0.6144053467876477,0.75,1.5257255937769634,-0.1270233726096196,1.2666445657097092,-0.880955614591425,1.0688282286149444,-0.8021077604396384,1.0,-0.0718582527782223,0.7157961858243796,1.0246229310422166,2.208448519205059,0.9,0.6212856583599166,0.7745785462619625,0.53234375,0.5909026371505907,True,0.9875
2026-01-16,0.2865757484581418,0.2308299175460677,0.0699453842432402,0.3126489497525502,2.5,0.2470809659602219,0.1,latent_margin_state_mapping_v3,0.6305559538447484,0.75,1.3360897644960423,-0.1228667664670657,2.082812035665821,-0.5201598352794875,0.2169934314438567,-0.5951672430417663,1.0,-0.1455827893585536,0.0118578084719724,-0.1236106819884951,0.0551286232541815,0.9,0.4196791998471227,0.6838556399312052,0.6003264710263504,0.5875223443526431,True,0.9875
2026-01-23,0.2770389090309985,0.2239503493685182,0.0706862687074135,0.3283244728930697,2.5,0.2461322891453704,0.1,latent_margin_state_mapping_v3,0.6328132441795422,0.75,1.48536662445863,-0.0984151756683943,0.8900007750071572,-1.3492923288302867,-0.238560494107444,-0.7802224315729398,1.0,0.0064736758649082,1.3207208386436882,0.8207290248750938,1.7274993827057823,0.9,0.5847546906934384,0.7581396108120473,0.6095302840229975,0.5873476926951713,True,0.9875
2026-01-30,0.273500459118228,0.2078985114162924,0.074126151557513,0.3444748779079665,2.5,0.3000132107913187,0.1,latent_margin_state_mapping_v3,0.6245329647338926,0.75,1.3333333333333333,-0.0322644604965436,0.4683696923881604,0.6080805044666462,0.225198495123751,-0.3948893480650103,1.0,0.7012952384680238,-0.7928894420421864,-0.641975883045281,-0.5724033559423837,0.9,0.3821334652321039,0.6669600593544468,0.5911830788609618,0.5725737800746085,True,0.9875
2026-02-06,0.243752315724612,0.2362686564589665,0.0929671150079657,0.3270119128084556,2.5,0.2414766975069495,0.1,latent_margin_state_mapping_v3,0.6201540060198352,0.75,1.6457538436023014,0.034625211736176,-1.248821445575669,-1.9426701990953383,-1.4175049801604998,-0.1924678647637264,1.0,0.1741201447414295,2.56131077161565,1.7987732969453938,2.29154558889383,0.9,0.8483996811479342,0.8767798565165704,0.5887807220715545,0.5562103020077858,True,0.9925
2026-02-13,0.2672011354577411,0.1978653257386569,0.1121825267293906,0.3227510120742113,2.5,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6201875872470962,0.75,1.3333333333333333,-0.0049646359900021,-0.5812696807811574,0.1182861115863017,1.7972183014435996,-0.0989583934994603,1.0,0.1540426186656983,-0.8794048911531448,-0.5397530386359624,-0.7569118074000432,0.9,0.2837170070680316,0.6226726531806143,0.5971817922734501,0.5479435567149347,True,0.9925
2026-02-27,0.2696947152405439,0.1950362855711538,0.1043767848866645,0.3308922143016378,2.5,0.2501224013905528,0.1,latent_margin_state_mapping_v3,0.6182872695167783,0.75,1.3437639264208912,-0.0341843590432678,0.098024389553431,-0.5816053265429453,-1.2728575211198767,0.4740897979863423,1.0,-0.7177301066012518,0.2846650866304168,0.0834248851183855,0.0751320455617418,0.9,0.4524182443406336,0.6985882099532852,0.577880026028452,0.5596440520386611,True,0.9925
2026-03-06,0.245765878146172,0.2060306305035058,0.1243837911332773,0.3238197002170448,2.5,0.2526127296310541,0.1,latent_margin_state_mapping_v3,0.6402099011897822,0.75,1.4717951322442842,0.0320304462568399,-0.6111311794338061,-1.3489335046745556,-1.7321313640182314,2.108972322846033,1.0,0.3118228307257716,1.3261896349065674,1.0167960402740994,1.1217778371855025,0.9,0.8040148154744606,0.8568066669635073,0.6472070973348444,0.5780075074242841,True,0.9925
2026-03-13,0.2670856927091151,0.1950772686628334,0.1132790128527687,0.3245580257752826,2.5,0.2544569949375368,0.1,latent_margin_state_mapping_v3,0.6547190347218044,0.75,1.3438962111638957,0.072970008698612,-0.487333049463762,-0.7962890348034546,0.9880166234457608,2.187890820471637,1.0,-0.5590472617889775,0.0272223946231268,0.0079362852705624,0.1985595001783488,0.9,0.5067435733954772,0.7230346080279648,0.5656201717535365,0.717630967133681,True,0.9925
2026-03-20,0.2549611781473805,0.2148804071314359,0.1274015748899484,0.3027568398312351,2.5,0.2467823588789729,0.1,latent_margin_state_mapping_v3,0.6564844418398,0.75,1.4195722850265162,0.10246340186235,-1.4622929597981558,-1.4263949005425232,-2.1053123488302674,1.904900026418473,1.0,-0.4176556275325668,1.2103820216508234,0.7278614199465618,0.2837270536516165,0.9,0.7414341689920172,0.8286453760464079,0.5812689064452266,0.7090438609139734,True,0.9925
2026-03-27,0.2641208203212936,0.2198821940893572,0.1012617127592529,0.3147352728300962,2.5,0.233206436187527,0.1,latent_margin_state_mapping_v3,0.6576522122517565,0.75,1.35859656219687,0.0803155617763073,-1.612834711966895,1.1917313268392615,-0.4410402218129248,2.351459045607516,1.0,1.3284703645705378,-1.0355978678687243,-0.6727092243978795,-0.8764391604410567,0.9,0.3746896959740688,0.663610363188331,0.5636522818989904,0.7313315671080355,True,0.9925
2026-04-03,0.2765905596771013,0.2239116334115605,0.079855972195476,0.3196418347158621,2.5,0.2274274254842712,0.1,latent_margin_state_mapping_v3,0.6713580534596716,0.75,1.3713712742135622,0.0714456914053687,-0.6802086950974786,-1.4098341794066112,0.0152278605175343,1.0079943089898575,1.0,-0.6942054135202769,1.0997965564693564,0.3786662417854084,-0.0009256946790754,0.8624999999999999,0.4956336933451198,0.6974101620053039,0.628962663106964,0.7208445507317224,True,0.9925
2026-04-10,0.2790808593600593,0.2030858391055741,0.0810122452057775,0.3368210563285891,2.5,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6811113824484208,0.75,1.3333333333333333,0.0316528144129795,0.4177949272694948,-0.187327393160576,-0.4255159293487975,-0.1343972245680141,1.0,1.1138974406810085,-0.4552180053785676,-0.3189013814539154,-0.3539815280822084,0.8624999999999999,0.3643628718188856,0.6383382923184986,0.629060264884654,0.7222602649090294,True,0.9925
2026-04-17,0.2691766409308695,0.2155160213077818,0.0914420234320428,0.3238653143293059,2.5,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6765759527971389,0.75,1.3333333333333333,-0.0044119303603388,1.3123456382197116,-0.1696968791418452,-0.933444273180568,-0.7009033820637163,1.0,0.8469120804089033,-0.613270565023025,-0.3997617471350655,-0.3580259995098134,0.8624999999999999,0.3513087435371208,0.6324639345917044,0.6086950067154828,0.7244838044730726,True,0.9925
2026-04-24,0.2662046841134895,0.2199781618542655,0.087885781534726,0.3259313724975189,2.5,0.2273697113302969,0.1,latent_margin_state_mapping_v3,0.6772672054720448,0.75,1.3684855665148457,-0.0180276899044332,1.362448377533093,-0.7734911035453669,-0.8704905951877753,-0.3859390786093452,1.0,1.348920239958766,-0.0265263133052326,-0.2683225767213363,-0.2297379133325325,0.8624999999999999,0.4416055099082629,0.6730974794587183,0.599583031781948,0.7363607901062308,True,0.9925
