report_date,sector,maturity_bucket,yield_avg_pct,yield_median_pct,issuance_count,source,scrape_run_id,scraped_at
2026-06-05,non_bank_corp,3Y_5Y,12.0,12.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/01062026-05062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-12,bank,<=3Y,8.433333333333334,8.4,4,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/08062026-12062026 BAO CAO TUAN TTTP1.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-12,bank,>5Y,7.9,7.9,1,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/08062026-12062026 BAO CAO TUAN TTTP1.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-12,non_bank_corp,3Y_5Y,12.0,12.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/08062026-12062026 BAO CAO TUAN TTTP1.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-12,real_estate,<=3Y,12.430232558139537,12.0,2,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/08062026-12062026 BAO CAO TUAN TTTP1.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-19,bank,<=3Y,8.437983798379838,8.45,8,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/15062026-19062026 BAO CAO TUAN TTTP2.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-19,bank,>5Y,8.058333333333334,8.3,3,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/15062026-19062026 BAO CAO TUAN TTTP2.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-19,non_bank_corp,3Y_5Y,12.0,12.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/15062026-19062026 BAO CAO TUAN TTTP2.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-19,non_bank_corp,<=3Y,9.5,9.5,2,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/15062026-19062026 BAO CAO TUAN TTTP2.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-19,real_estate,3Y_5Y,12.0,12.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/15062026-19062026 BAO CAO TUAN TTTP2.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-19,real_estate,<=3Y,12.430232558139537,12.0,2,vbma_weekly:https://vbma.org.vn/storage/reports/June2026/15062026-19062026 BAO CAO TUAN TTTP2.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,bank,<=3Y,8.415602836879433,8.5,9,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,bank,>5Y,8.129411764705882,8.3,4,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,non_bank_corp,3Y_5Y,12.0,12.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,non_bank_corp,<=3Y,9.5,9.5,2,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,non_bank_corp,>5Y,10.0,10.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,real_estate,3Y_5Y,12.448430493273545,12.5,3,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-06-26,real_estate,<=3Y,12.37627180232558,12.5,5,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/22062026-26062026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260708T043116Z,2026-07-08T04:31:16Z
2026-07-03,bank,3Y_5Y,8.0,8.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,bank,<=3Y,8.487385421213444,8.6,16,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,bank,>5Y,8.107843137254902,8.2,8,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,non_bank_corp,3Y_5Y,12.0,12.0,2,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,non_bank_corp,<=3Y,9.865714285714288,9.5,3,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,non_bank_corp,>5Y,10.0,10.0,1,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,real_estate,3Y_5Y,11.826517150395778,12.0,6,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-03,real_estate,<=3Y,11.968301971326165,12.0,9,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/29062026-03072026 BAO CAO TUAN TTTP-2.pdf,vbma_weekly_local-20260712T035457Z,2026-07-12T03:54:57Z
2026-07-10,non_bank_corp,<=3Y,9.5,9.5,1,vbma_weekly:https://vbma.org.vn/storage/reports/July2026/06072026 - 10072026 BAO CAO TUAN TTTP.pdf,vbma_weekly_local-20260721T041850Z,2026-07-21T04:18:50Z
