source_file,source_format,ticker_detected,parse_status,missing_fields,warnings,error_message,parsed_at
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VHC_financial_report.xlsx,xlsx,VHC,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VHM_financial_report.json,json,VHM,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VHM_financial_report.xlsx,xlsx,VHM,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VIB_financial_report.json,json,VIB,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VIB_financial_report.xlsx,xlsx,VIB,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VIC_financial_report.json,json,VIC,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VIC_financial_report.xlsx,xlsx,VIC,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VIX_financial_report.json,json,VIX,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VIX_financial_report.xlsx,xlsx,VIX,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VJC_financial_report.json,json,VJC,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VJC_financial_report.xlsx,xlsx,VJC,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VND_financial_report.json,json,VND,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VND_financial_report.xlsx,xlsx,VND,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VNM_financial_report.json,json,VNM,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VNM_financial_report.xlsx,xlsx,VNM,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VPB_financial_report.json,json,VPB,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VPB_financial_report.xlsx,xlsx,VPB,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VPI_financial_report.json,json,VPI,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VPI_financial_report.xlsx,xlsx,VPI,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VRE_financial_report.json,json,VRE,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VRE_financial_report.xlsx,xlsx,VRE,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VSC_financial_report.json,json,VSC,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VSC_financial_report.xlsx,xlsx,VSC,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/json/VTP_financial_report.json,json,VTP,ok,,,,2026-06-03T08:09:16
/Users/macos/Desktop/vn100_earning-health_monitor/bctc_json/excel/VTP_financial_report.xlsx,xlsx,VTP,skipped,,ticker already parsed from preferred source,,2026-06-03T08:09:16
