core,pc1_loading,explained_variance_ratio
growth_score,-0.4264362064594563,0.385184195463318
profitability_score,-0.0905117180454664,0.385184195463318
cash_conversion_score,-0.37065521852063565,0.385184195463318
working_capital_stress_score,0.5463098038034948,0.385184195463318
balance_sheet_resilience_score,-0.27154371670464983,0.385184195463318
capital_allocation_score,-0.5480730862638284,0.385184195463318
